TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility
2015Jun,85,1.014307945,1.302091847,3.1613099498,7.5772761268,13.8525721285,19.3180685521,20.5512441289,16.6785537217,10.325441535,4.8758791073,1.7560487501,.4822673811,.1192467716,6.809979494774309,,,,,,
2015Jun,88,1.3,,,5,12,23,25,20,10,5,,,,5.411255411255411,,,,,,
2015Jun,89,1.4,,,2.5,10,15,25,20,15,10,2.5,,,5.925925925925926,,,,,,
2015Jun,90,1.4,,,,,,,,,,,,,1,,,,,,
2015Jun,91,1,0,0,0,10,42.5,42.5,5,0,0,0,0,0,2.6755852842809364,,,,,,
2015Jun,92,.9840740495,1.1843048479,3.3470624823,8.5614917484,15.9570582437,21.6744542964,19.5128348416,16.2249325653,9.342162342,2.9459845824,1.0032171749,.2104724776,.0360243975,6.446122275765302,,,,,,
2015Jun,93,1.4,,,,,2.5,50,45,2.5,,,,,2.203856749311295,,,,,,
2015Jun,94,1.7,.5,1,2,6,10,16,26,22.5,10,5,1,,5.863383172090295,,,,,,
2015Jun,95,1.265,0,0,0,7,21,37,24,9,2,0,0,0,3.9682539682539684,,,,,,
2015Jun,96,1.2,,,5,10,20,35,25,5,,,,,4.166666666666667,,,,,,
2015Jun,98,1.2,,,,10,30,30,20,10,,,,,4.166666666666667,,,,,,
2015Jun,99,1,,,,,,,,,,,,,1,,,,,,
2015Jun,102,1.2,,,,,30,45,15,10,,,,,3.076923076923077,,,,,,
2015Jun,103,1.5,,,,7.5,20,29,31,10,2.5,,,,4.229223937407486,,,,,,
2015Jun,105,1.2,,,,,20,60,20,0,,,,,2.272727272727273,,,,,,
2015Jun,108,1.1714218408,,,,7.99,23.35,35.47,24.4,8.76,.03,,,,3.938121090922553,,,,,,
2015Jun,110,1,.6926897217,1.7559655834,6.3450617024,14.2225981729,22.086996364,23.768017611,17.7240126823,9.1577223442,3.2775229845,.8121834314,.1392776295,.0179517727,5.853822669859763,,,,,,
2015Jun,112,1.5,,,,5,10,30,35,15,5,,,,4.0,,,,,,
2015Jun,114,1.1,,,1,4,10,70,10,4,1,,,,1.947798987144527,,,,,,
2015Jun,115,1.1,.4242373836,1.2248886072,4.9352068181,12.2863462065,20.9550760424,24.49151327,19.6171063296,10.7671377082,4.0484414385,1.0423306863,.1836558301,.0240596795,5.766304077342697,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2015Sep,1,1,,,,,20,50,30,,,,,,2.6315789473684212,,,,,,
2015Sep,2,.8,,,,10,42,31,13,4,,,,,3.3222591362126246,,,,,,
2015Sep,3,.75,2.5,2.5,10,30,32.5,15,5,2.5,,,,,4.301075268817204,,,,,,
2015Sep,6,1.1,,,,5,30,60,5,,,,,,2.197802197802198,,,,,,
2015Sep,14,1,,,,,,,,,,,,,1,,,,,,
2015Sep,15,1.3,,,,5,15,40,30,10,,,,,3.508771929824561,,,,,,
2015Sep,16,.6,1,3,10,15,19,16,11,9,7,6,2,1,8.038585209003216,,,,,,
2015Sep,20,1,,,,10,25,40,25,,,,,,3.389830508474576,,,,,,
2015Sep,23,1.2,,,1,10,23,30,20,10,5,1,,,4.863813229571984,,,,,,
2015Sep,24,1.2,,,6,13,20,25,20,10,6,,,,5.662514156285391,,,,,,
2015Sep,26,.9,,,5,15,30,30,15,5,,,,,4.3478260869565215,,,,,,
2015Sep,29,.7,,,,20,60,20,,,,,,,2.272727272727273,,,,,,
2015Sep,30,.9,,,,20,60,20,,,,,,,2.272727272727273,,,,,,
2015Sep,31,1.2,,,,10,25,40,20,5,,,,,3.6363636363636362,,,,,,
2015Sep,36,.25,,,5,70,25,,,,,,,,1.8018018018018018,,,,,,
2015Sep,37,1.1,,,,2,38,50,10,,,,,,2.470355731225297,,,,,,
2015Sep,38,1.3,,,,,20,60,20,,,,,,2.272727272727273,,,,,,
2015Sep,39,1.1,,,5,10,35,40,10,,,,,,3.278688524590164,,,,,,
2015Sep,47,1.1,,,,,,,,,,,,,1,,,,,,
2015Sep,48,.7,,,5,10,85,,,,,,,,1.3605442176870748,,,,,,
2015Sep,52,1.1,0,0,0,5,29,40,19,6,1,0,0,0,3.4916201117318435,,,,,,
2015Sep,54,1,,,,10,40,40,10,,,,,,2.9411764705882355,,,,,,
2015Sep,57,1,,,,,,,,,,,,,1,,,,,,
2015Sep,58,.95,,,,,,,,,,,,,1,,,,,,
2015Sep,59,1.2,,,,15,35,50,,,,,,,2.5316455696202533,,,,,,
2015Sep,61,1.3,,,,,20,60,20,,,,,,2.272727272727273,,,,,,
2015Sep,63,1.1,,,5,10,20,55,10,,,,,,2.73972602739726,,,,,,
2015Sep,68,1,,,,6,28,36,30,0,0,,,,3.315649867374005,,,,,,
2015Sep,82,1,1,1,1,3,35,50,4,1,1,1,1,1,2.6609898882384257,,,,,,
2015Sep,85,1.0948927675,1.4085645382,3.0962237018,7.1016582118,12.7496788277,17.9177195387,19.7119310365,16.9763340189,11.4450733095,6.0399216409,2.4948667492,.8065292137,.2514992131,7.159386181253454,,,,,,
2015Sep,88,1.2,,,6,13,24,25,19,9,4,,,,5.36480686695279,,,,,,
2015Sep,89,1.3,,,5,10,20,25,15,12.5,10,2.5,,,6.106870229007634,,,,,,
2015Sep,90,1,0,0,10,20,30,30,10,0,0,0,0,0,4.166666666666667,,,,,,
2015Sep,91,1,0,0,0,10,42.5,42.5,5,0,0,0,0,0,2.6755852842809364,,,,,,
2015Sep,92,1.1316432822,.7508944876,2.3827306019,6.700376098,13.7229000216,20.4738710459,20.1466975878,18.298206576,11.5996652705,4.0231305125,1.4930307502,.3433666098,.0651304382,6.4414870823567725,,,,,,
2015Sep,93,1.7,,,,,,7.5,87.5,5,,,,,1.2924071082390953,,,,,,
2015Sep,94,1.5,.5,1,3,8,15,19,21.5,16,10,5,1,,6.6467264872050515,,,,,,
2015Sep,95,1.28,0,0,0,5,26,31,24,14,0,0,0,0,4.108463434675432,,,,,,
2015Sep,96,.96,,,5,10,25,35,20,5,,,,,4.166666666666667,,,,,,
2015Sep,98,1.2,,,,10,25,35,20,10,,,,,4.081632653061225,,,,,,
2015Sep,101,1.1,,,,,,,,,,,,,1,,,,,,
2015Sep,102,.8,,,,25,45,25,5,,,,,,3.0303030303030303,,,,,,
2015Sep,107,1.1316432822,.7508944876,2.3827306019,6.700376098,13.7229000216,20.4738710459,20.1466975878,18.298206576,11.5996652705,4.0231305125,1.4930307502,.3433666098,.0651304382,6.4414870823567725,,,,,,
2015Sep,108,1.09634,,,,10.8,25.51,34.94,22,6.75,,,,,3.971774662794345,,,,,,
2015Sep,110,.8,1.8000416566,3.345147069,9.57617019,17.3400681259,22.5755781845,21.1345393325,14.2266711227,6.8851873941,2.3951515495,.5987149376,.1075005928,.0152298448,6.176470601038725,,,,,,
2015Sep,112,1.2,,,5,10,25,30,15,10,5,,,,5.0,,,,,,
2015Sep,114,1.3,,,1,4,30,60,4,1,,,,,2.2055580061755626,,,,,,
2015Sep,115,1.5,.1228086532,.4309679214,2.1276274952,6.6711938939,14.5675839858,22.1607752323,23.4894211069,17.3484386271,8.9267536317,3.1992871787,.798298223,.1568440508,5.896739668496212,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2015Dec,1,.4,,,5,50,35,10,,,,,,,2.5974025974025974,,,,,,
2015Dec,2,.5,,,12,36,34,13,5,,,,,,3.584229390681003,,,,,,
2015Dec,3,-.25,7.5,22.5,35,22.5,5,2.5,2.5,2.5,,,,,4.278074866310161,,,,,,
2015Dec,4,1,,,5,10,30,35,15,5,,,,,4.0,,,,,,
2015Dec,5,.3,1,9,25,30,20,10,5,,,,,,4.690431519699812,,,,,,
2015Dec,6,.6,,,20,35,45,,,,,,,,2.73972602739726,,,,,,
2015Dec,14,.7,,,,,,,,,,,,,1,,,,,,
2015Dec,15,.9,,,10,15,35,20,15,5,,,,,4.545454545454546,,,,,,
2015Dec,16,.5,1,6,12,19,22,18,10,6,3,2,1,0,6.666666666666668,,,,,,
2015Dec,20,0,5,10,25,30,20,10,,,,,,,4.651162790697675,,,,,,
2015Dec,22,.5,,,15,30,35,20,,,,,,,3.6363636363636362,,,,,,
2015Dec,23,.7,5,10,20,25,30,10,,,,,,,4.651162790697675,,,,,,
2015Dec,24,1.3,,,3,12,20,25,20,11,9,,,,5.617977528089887,,,,,,
2015Dec,29,.4,,,30,50,20,,,,,,,,2.6315789473684212,,,,,,
2015Dec,31,.9,,,,25,45,25,5,,,,,,3.0303030303030303,,,,,,
2015Dec,36,.3,0,0,30,60,10,0,0,0,0,0,0,0,2.1739130434782608,,,,,,
2015Dec,37,.4,,1,24,47,28,,,,,,,,2.8011204481792715,,,,,,
2015Dec,39,.8,,,15,30,45,10,,,,,,,3.076923076923077,,,,,,
2015Dec,42,.3,,,30,40,30,,,,,,,,2.9411764705882355,,,,,,
2015Dec,47,1.3,,,,,,,,,,,,,1,,,,,,
2015Dec,48,.6,,,5,20,75,,,,,,,,1.6528925619834711,,,,,,
2015Dec,49,.3,,,,,,,,,,,,,1,,,,,,
2015Dec,52,.4,0,0,10,41,36,10,1,1,1,0,0,0,3.144654088050314,,,,,,
2015Dec,54,.9,,,10,30,45,15,,,,,,,3.076923076923077,,,,,,
2015Dec,57,1,,,,,,,,,,,,,1,,,,,,
2015Dec,61,1.2,,,,20,35,40,5,,,,,,3.076923076923077,,,,,,
2015Dec,68,.5,,,10,40,35,15,0,0,,,,,3.1746031746031744,,,,,,
2015Dec,82,.5,1,2,5,30,40,15,2,1,1,1,1,1,3.617945007235889,,,,,,
2015Dec,85,.6387424543,4.8866459021,7.0182432957,12.180320118,16.921446573,18.8182158769,16.7527471477,11.9386542911,6.8103964315,3.1096687227,1.1364472344,.3323830833,.0948313236,7.44821050078262,,,,,,
2015Dec,88,.9,,6,13,24,25,19,9,4,,,,,5.36480686695279,,,,,,
2015Dec,89,1.8,,,2.5,5,10,15,22.5,20,17.5,5,2.5,,6.25,,,,,,
2015Dec,90,.8,,,,20,60,20,,,,,,,2.272727272727273,,,,,,
2015Dec,92,.8373932513,1.8267463064,4.5745642473,10.6297176434,18.0198212745,22.289417222,18.3738632498,14.0125120002,7.3489374247,2.11383016,.6631880709,.1275543181,.0198480827,6.444679255246234,,,,,,
2015Dec,93,1.8,,,,,2.5,12.5,65,12.5,7.5,,,,2.1739130434782608,,,,,,
2015Dec,94,.7,4,6,12,18,27,16,6,4,3,2,1.5,.5,6.359300476947536,,,,,,
2015Dec,95,1.1485,0,0,4.5,10.9,23.8,28.6,19.7,8.4,4.1,0,0,0,5.002701458787746,,,,,,
2015Dec,96,.75,,,5,20,35,25,10,5,,,,,4.166666666666667,,,,,,
2015Dec,97,.6981444557,,,,,,,,,,,,,1,,,,,,
2015Dec,98,.7,,,10,25,35,25,5,,,,,,3.8461538461538463,,,,,,
2015Dec,101,.5,,,,,,,,,,,,,1,,,,,,
2015Dec,102,.6,,,5,30,45,20,,,,,,,2.985074626865672,,,,,,
2015Dec,103,1.3,,,,10,35,40,15,,,,,,3.1746031746031744,,,,,,
2015Dec,105,1.4,0,0,0,0,5,55,40,0,0,0,0,0,2.150537634408602,,,,,,
2015Dec,107,.8373932513,1.8267463064,4.5745642473,10.6297176434,18.0198212745,22.289417222,18.3738632498,14.0125120002,7.3489374247,2.11383016,.6631880709,.1275543181,.0198480827,6.444679255246234,,,,,,
2015Dec,110,.3,5.7914974525,8.0235215793,17.609512823,23.3894548383,21.7872870556,14.2325951655,6.5191280204,2.0930971936,.4708739464,.0741851165,.0081804756,.0006663333,5.954366087572988,,,,,,
2015Dec,112,.9,,5,10,20,30,20,10,5,,,,,5.128205128205129,,,,,,
2015Dec,114,1.5,,,2,7,10,40,40,1,,,,,2.9815146094215863,,,,,,
2015Dec,115,1.2,.4526712206,1.1834231087,4.514055998,10.9782898114,18.966838301,23.2825669314,20.3083338258,12.5864707362,5.5417471155,1.7329317309,.3847208808,.0679503397,6.064141133193259,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2016Mar,1,.5,,,,30,50,20,,,,,,,2.6315789473684212,,,,,,
2016Mar,2,.4,,,12,38,33,12,5,,,,,,3.5137034434293746,,,,,,
2016Mar,3,.8,2.5,2.5,10,15,25,20,15,5,2.5,2.5,,,6.153846153846154,,,,,,
2016Mar,4,1.1,,,5,10,30,35,15,5,,,,,4.0,,,,,,
2016Mar,5,1,1,2,5,12,30,25,20,5,,,,,4.708097928436911,,,,,,
2016Mar,6,1.1,,,,,20,45,30,5,,,,,2.985074626865672,,,,,,
2016Mar,7,.7,,,,,,,,,,,,,1,,,,,,
2016Mar,8,.9,,1,8,20,33,25,10,2,1,,,,4.378283712784588,,,,,,
2016Mar,15,.7,,,15,15,40,20,10,,,,,,3.9215686274509802,,,,,,
2016Mar,16,.5,1,6,12,19,21,19,10,6,3,2,1,0,6.693440428380188,,,,,,
2016Mar,20,1.2,,,,10,25,35,25,5,,,,,3.8461538461538463,,,,,,
2016Mar,23,1,1,5,10,15,25,29,10,5,,,,,5.1493305870236865,,,,,,
2016Mar,24,1.4,,,2,10,20,22.5,21,13,11.5,,,,5.706134094151212,,,,,,
2016Mar,26,1.1,,,2.5,12.5,27.5,27.5,25,5,,,,,4.301075268817204,,,,,,
2016Mar,30,.9,,,,,,,,,,,,,1,,,,,,
2016Mar,31,.5,,,5,30,40,20,5,,,,,,3.389830508474576,,,,,,
2016Mar,36,.4,,,30,30,20,10,10,,,,,,4.166666666666667,,,,,,
2016Mar,37,.8,,,6,41,49,4,,,,,,,2.4189646831156266,,,,,,
2016Mar,38,1.3,,,,,20,60,20,,,,,,2.272727272727273,,,,,,
2016Mar,39,1.3,,,,5,25,45,25,,,,,,3.0303030303030303,,,,,,
2016Mar,42,.4,,,15,45,30,10,,,,,,,3.076923076923077,,,,,,
2016Mar,47,1.3,,,,,,,,,,,,,1,,,,,,
2016Mar,49,1.2,,,,,,,,,,,,,1,,,,,,
2016Mar,52,1.1,0,0,1,8,31,39,15,5,1,0,0,0,3.5739814152966405,,,,,,
2016Mar,54,1,,,,10,40,40,10,,,,,,2.9411764705882355,,,,,,
2016Mar,59,1.4,,,,,,35,60,5,,,,,2.0618556701030926,,,,,,
2016Mar,68,.9,,,2,8,59,17,13,1,,,,,2.4950099800399204,,,,,,
2016Mar,82,.6,1,2,5,30,40,15,2,1,1,1,1,1,3.617945007235889,,,,,,
2016Mar,85,1.2756568384,.8758872973,2.1592335141,5.4112742206,10.6144357725,16.2977706684,19.5892198065,18.4320665207,13.576738473,7.8282442077,3.5330565668,1.2479916222,.4340813302,7.161727402775808,,,,,,
2016Mar,88,1.1,,5,11,21.5,25,21.5,11,5,,,,,5.430355688297584,,,,,,
2016Mar,89,1.7,,,2.5,5,15,17.5,25,15,12.5,5,2.5,,6.25,,,,,,
2016Mar,91,1.4,0,0,2.5,5,12.5,40,35,5,0,0,0,0,3.292181069958848,,,,,,
2016Mar,92,.0158368605,13.0492432202,15.3576782583,20.8940016704,21.0924046723,15.7993764363,8.1812340712,4.0092653795,1.3177556044,.240680462,.0511267796,.0065629826,.0006704632,6.1651747829958605,,,,,,
2016Mar,93,1.6,,,,,2.5,27.5,65,5,,,,,1.9950124688279303,,,,,,
2016Mar,94,1.9,1,2,3,4,5,8,28,26,11,7,3,2,5.6753688989784346,,,,,,
2016Mar,95,.9805,0,1.2,6,14.3,25.5,30.5,13.1,8.3,1.1,0,0,0,4.844632631507553,,,,,,
2016Mar,96,.7,,,5,25,40,20,8,2,,,,,3.679175864606328,,,,,,
2016Mar,98,1,,,5,15,30,35,10,5,,,,,4.0,,,,,,
2016Mar,99,1,,,,,,,,,,,,,1,,,,,,
2016Mar,101,.8,,,,,,,,,,,,,1,,,,,,
2016Mar,102,1.6131103358,,,,,,,,,,,,,1,,,,,,
2016Mar,103,1,,,,10,35,40,15,,,,,,3.1746031746031744,,,,,,
2016Mar,107,.0158368605,13.0492432202,15.3576782583,20.8940016704,21.0924046723,15.7993764363,8.1812340712,4.0092653795,1.3177556044,.240680462,.0511267796,.0065629826,.0006704632,6.1651747829958605,,,,,,
2016Mar,108,1.2,,,.03,7.97,22.21,34.16,24.87,10.41,.35,,,,4.080435170250037,,,,,,
2016Mar,110,.9,1.2531316161,2.5935212805,8.0697355331,15.8569425238,22.2266690464,22.2266690466,15.8569425238,8.0697355331,2.9288431333,.7578612687,.139754118,.0201943766,6.102602113185214,,,,,,
2016Mar,112,1,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2016Mar,114,1.4,,,1,6,10,61,15,6,1,,,,2.4271844660194177,,,,,,
2016Mar,115,1,1.1661122991,2.3139931739,7.1312867655,14.2000842989,20.6739690758,22.0095389449,17.1340340073,9.7530450114,4.0587038408,1.2345336362,.2743850541,.0503138921,6.337871392512861,,,,,,
2016Mar,116,1,,,,,50,50,,,,,,,2.0,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2016Jun,4,1.3,,,5,10,30,35,15,5,,,,,4.0,,,,,,
2016Jun,6,1,,,,,20,45,30,5,,,,,2.985074626865672,,,,,,
2016Jun,14,.7,,,,,,,,,,,,,1,,,,,,
2016Jun,15,1.2,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2016Jun,16,.7,1,6,12,19,21,19,10,6,3,2,1,0,6.693440428380188,,,,,,
2016Jun,20,1.2,,,,10,25,35,25,5,,,,,3.8461538461538463,,,,,,
2016Jun,22,1.2,,,,15,30,35,20,,,,,,3.6363636363636362,,,,,,
2016Jun,23,1.1,1,5,10,22,27,20,10,5,,,,,5.364806866952789,,,,,,
2016Jun,24,1.2711864407,,,4,12,20,23,21,15,5,,,,5.617977528089887,,,,,,
2016Jun,29,.5,,,20,30,40,10,,,,,,,3.3333333333333335,,,,,,
2016Jun,30,1,,,,,35,45,20,,,,,,2.73972602739726,,,,,,
2016Jun,31,.9,,,5,20,40,30,5,,,,,,3.389830508474576,,,,,,
2016Jun,37,1.5,,,,,6,44,45,5,,,,,2.486325211337643,,,,,,
2016Jun,38,1.6,,,,,,20,60,20,,,,,2.272727272727273,,,,,,
2016Jun,39,1.2,,,,5,25,50,20,,,,,,2.816901408450704,,,,,,
2016Jun,42,.6,,,5,35,50,10,,,,,,,2.5974025974025974,,,,,,
2016Jun,47,1.2,,,,,,,,,,,,,1,,,,,,
2016Jun,48,1,,,,,30,60,10,,,,,,2.1739130434782608,,,,,,
2016Jun,49,1.2,,,,,,,,,,,,,1,,,,,,
2016Jun,52,1.4,0,0,1,3,16,35,31,11,2,1,0,0,3.8789759503491075,,,,,,
2016Jun,54,1.1,,,,10,40,40,10,,,,,,2.9411764705882355,,,,,,
2016Jun,57,1.25,,,,,,,,,,,,,1,,,,,,
2016Jun,61,1.5,,,,,5,30,50,15,,,,,2.73972602739726,,,,,,
2016Jun,72,1.1,,,,,,,,,,,,,1,,,,,,
2016Jun,82,.8,1,2,5,30,40,15,2,1,1,1,1,1,3.617945007235889,,,,,,
2016Jun,85,1.2822288939,1.750826629,3.0379392166,6.2737270001,10.6854688017,15.010565142,17.3918230724,16.6204106525,13.1004357394,8.516686816,4.5665171101,2.0193548704,1.0262449499,8.064493947350929,,,,,,
2016Jun,88,1.1,,,5,11,21.5,25,21.5,11,5,,,,5.430355688297584,,,,,,
2016Jun,89,1.6,,,2.5,5,15,20,25,12.5,12.5,5,2.5,,6.153846153846154,,,,,,
2016Jun,91,1.6,0,0,0,5,12.5,35,42.5,5,0,0,0,0,3.088803088803089,,,,,,
2016Jun,93,1.6,,,,,,30,55,15,,,,,2.4096385542168677,,,,,,
2016Jun,94,1.9,1,2,3,4,5,8,28,26,11,7,3,2,5.6753688989784346,,,,,,
2016Jun,95,1.385,0,0,0,3.3,17.5,41,21.1,11.3,5.8,0,0,0,3.839243208378764,,,,,,
2016Jun,96,1.04,,,2,10,30,35,15,8,,,,,3.971405877680699,,,,,,
2016Jun,98,1.2,,,,10,30,35,20,5,,,,,3.7735849056603774,,,,,,
2016Jun,99,1.5,,,,,,,,,,,,,1,,,,,,
2016Jun,101,1.2,,,,,,,,,,,,,1,,,,,,
2016Jun,102,1.4,,,,,,,,,,,,,1,,,,,,
2016Jun,103,1.4,,,,5,20,40,30,5,,,,,3.389830508474576,,,,,,
2016Jun,110,1,1.1600926127,2.3078464198,7.1235106978,14.2012282264,20.6888429821,22.0277176133,17.1408874318,9.7476007689,4.0503910112,1.2295103693,.2725688175,.0498030494,6.332481742837539,,,,,,
2016Jun,112,1,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2016Jun,114,1.7,,,1,6,10,30,45,7,1,,,,3.2133676092544987,,,,,,
2016Jun,115,1.4,.4179773264,.9979860213,3.661501179,8.8864450407,15.963277045,21.2276114879,20.8975373804,15.2300855047,8.2165552925,3.2809109111,.9694513632,.2506614478,6.46443634964334,,,,,,
2016Jun,116,1.1,,,,,,,,,,,,,1,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2016Sep,1,1.2,,,,,30,50,20,,,,,,2.6315789473684212,,,,,,
2016Sep,2,.6,,,8,39,41,10,2,,,,,,2.967359050445104,,,,,,
2016Sep,4,1.4,,,5,10,15,35,20,10,5,,,,4.761904761904762,,,,,,
2016Sep,6,1,,,,5,30,45,15,5,,,,,3.125,,,,,,
2016Sep,8,1.3,,1,7,13,21,31,21,5,1,,,,4.7892720306513406,,,,,,
2016Sep,14,1.2,,,,,,,,,,,,,1,,,,,,
2016Sep,15,1.3,,,5,10,15,30,20,15,5,,,,5.2631578947368425,,,,,,
2016Sep,16,.7,1,6,12,19,21,19,10,6,3,2,1,0,6.693440428380188,,,,,,
2016Sep,20,.8,,,10,25,35,20,10,,,,,,4.081632653061225,,,,,,
2016Sep,22,1,,,10,15,25,30,15,5,,,,,4.761904761904762,,,,,,
2016Sep,23,1.7,,1,4,8,12,25,30,15,5,,,,5.0,,,,,,
2016Sep,24,1.0998,,,6,15,21,23,20,11,4,,,,5.656108597285068,,,,,,
2016Sep,29,.5,,,20,30,40,10,,,,,,,3.3333333333333335,,,,,,
2016Sep,31,.8,,,5,20,40,30,5,,,,,,3.389830508474576,,,,,,
2016Sep,36,.7,,,,10,30,30,20,10,,,,,4.166666666666667,,,,,,
2016Sep,37,1.1,,,,,29,45,25,1,,,,,2.8636884306987405,,,,,,
2016Sep,38,1.3,,,,,20,60,20,,,,,,2.272727272727273,,,,,,
2016Sep,39,1.4,,,,5,27.5,37.5,25,5,,,,,3.5242290748898677,,,,,,
2016Sep,42,.7,,,,35,45,20,,,,,,,2.73972602739726,,,,,,
2016Sep,47,1.4,,,,,,,,,,,,,1,,,,,,
2016Sep,48,.9,,,,5,50,45,,,,,,,2.197802197802198,,,,,,
2016Sep,49,1.1,,,,,,,,,,,,,1,,,,,,
2016Sep,52,.7,0,0,5,24,39,23,8,1,0,0,0,0,3.681885125184094,,,,,,
2016Sep,54,.9,,,,10,45,40,5,,,,,,2.6666666666666665,,,,,,
2016Sep,57,1.1,,,,,,,,,,,,,1,,,,,,
2016Sep,61,1.4,,,,,10,45,35,10,,,,,2.898550724637681,,,,,,
2016Sep,68,1.3,,,,,,,,,,,,,1,,,,,,
2016Sep,73,.6,5,10,25,30,20,10,,,,,,,4.651162790697675,,,,,,
2016Sep,85,1.234,1.2,2.6,6,11.1,16.4,19.1,17.7,13,7.6,3.5,1.3,.5,7.377786959023771,,,,,,
2016Sep,89,1.5,2.5,2.5,2.5,2.5,12.5,20,25,20,10,2.5,,,5.839416058394161,,,,,,
2016Sep,91,.9,0,0,0,7.5,40,32.5,15,5,0,0,0,0,3.3755274261603376,,,,,,
2016Sep,92,1.46915,.4,1.4,4.1,9.2,15.7,18.3,20.4,16.8,7.9,4,1.4,.4,6.831161024127661,,,,,,
2016Sep,93,1.2,,,,,17.5,60,22.5,,,,,,2.26628895184136,,,,,,
2016Sep,94,1.4,1,2,4,5,11,30,26,8,6,4,2,1,5.364806866952789,,,,,,
2016Sep,95,1.2565,0,0,0,3.3,24.5,41,21.7,7.8,1.7,0,0,0,3.5376190408807258,,,,,,
2016Sep,96,.95,,,2,10,30,35,15,8,,,,,3.971405877680699,,,,,,
2016Sep,97,.9,1,5,10,15,55,5,3,2,1,1,1,1,2.925687536571095,,,,,,
2016Sep,99,1.2,,,,,,,,,,,,,1,,,,,,
2016Sep,101,1.1,,,,,,,,,,,,,1,,,,,,
2016Sep,102,1,0,0,0,5,40,40,15,0,0,0,0,0,2.898550724637681,,,,,,
2016Sep,103,1.5,,,,5,20,30,40,5,,,,,3.389830508474576,,,,,,
2016Sep,105,.9,,,,10,70,20,,,,,,,1.8518518518518519,,,,,,
2016Sep,107,1.4691497,.4,1.4,4.1,9.2,15.7,18.3,20.4,16.8,7.9,4,1.4,.4,6.831161024127661,,,,,,
2016Sep,110,.9,2.0095142987,3.2538988203,8.7461823064,15.4521814352,20.5382231393,20.5382231394,15.4521814352,8.7461823064,3.7239149897,1.1925097252,.2871533021,.0598351021,6.648184198992654,,,,,,
2016Sep,112,1,,,5,10,20,30,20,10,5,,,,5.128205128205129,,,,,,
2016Sep,114,1.3,,2,8,10,19,40,10,5,5,1,,,4.385964912280701,,,,,,
2016Sep,115,1.4,.5,1,3.7,8.7,15.5,20.6,20.6,15.5,8.7,3.7,1.2,.3,6.619185045937144,,,,,,
2016Sep,116,1.2,,,,10,30,45,15,,,,,,3.076923076923077,,,,,,
""
TARGET_PERIOD,FCT_SOURCE,12,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,Volatility,,,,,,
2016Dec,1,.4,,,20,60,20,,,,,,,,2.272727272727273,,,,,,
2016Dec,2,.8,,,9,16,26,24,16,9,,,,,5.192107995846314,,,,,,
2016Dec,4,1.9,,,,,,,,,,,,,1,,,,,,
2016Dec,5,1.1,,,5,10,30,30,15,5,5,,,,4.545454545454546,,,,,,
2016Dec,6,.8,,,,15,45,30,10,,,,,,3.076923076923077,,,,,,
2016Dec,14,.2,,,,,,,,,,,,,1,,,,,,
2016Dec,15,1.4,,,,10,15,30,25,15,5,,,,4.761904761904762,,,,,,
2016Dec,16,1,1,6,12,14,17,19,15,8,4,3,1,0,7.451564828614009,,,,,,
2016Dec,20,1,,,5,20,30,35,10,,,,,,3.7735849056603774,,,,,,
2016Dec,22,.9,,,5,25,40,25,5,,,,,,3.4482758620689653,,,,,,
